enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1355,5,0.92,1,0,2,0,4,21,3,3,1,127,0
9022,5,0.92,0,1,0,0,2,1,8,6,1,42,1
5125,5,0.92,1,0,2,0,0,10,8,6,5,31,1
29495,43,0.698,1,1,2,0,5,4,3,5,1,65,0
4717,95,0.855,1,0,2,2,5,13,8,6,1,28,0
16720,64,0.624,1,1,0,1,5,10,8,6,0,68,0
6137,95,0.855,1,0,2,1,5,2,6,5,1,62,0
1285,30,0.897,1,0,2,2,5,11,0,5,0,3,0
24839,67,0.698,1,1,0,0,5,2,8,6,0,112,1
4359,93,0.666,1,0,2,0,5,21,7,3,5,13,0
13734,48,0.91,1,0,2,3,5,16,6,5,1,11,0
17219,64,0.624,1,1,0,0,5,1,3,5,1,260,1
2096,74,0.893,1,0,1,0,5,10,3,5,3,54,0
16112,83,0.762,1,0,2,2,5,4,1,5,2,42,0
23913,30,0.897,1,0,1,2,5,6,3,5,1,44,0
11507,13,0.926,1,1,0,1,5,10,5,5,1,65,0
15321,5,0.92,1,0,2,2,5,9,2,5,2,16,0
23678,51,0.903,1,0,2,0,5,21,7,6,1,50,0
27950,61,0.682,0,0,0,0,5,3,8,6,2,101,1
15295,49,0.92,1,0,2,0,5,9,2,5,1,64,0
18537,55,0.878,1,0,2,0,5,21,8,6,5,15,0
6863,30,0.897,1,1,0,0,5,3,6,0,1,320,0
28047,41,0.689,0,0,2,0,5,5,0,1,1,11,0
26708,13,0.926,1,0,1,0,5,8,3,5,1,36,1
17990,2,0.887,1,1,2,1,5,2,8,6,0,10,0
9035,64,0.624,1,1,2,1,5,3,8,6,0,81,0
10801,112,0.923,0,0,2,2,2,4,0,4,2,48,0
17320,64,0.624,1,1,0,1,5,4,8,6,1,12,0
624,5,0.92,1,0,2,2,5,21,0,5,2,26,0
22000,48,0.91,1,0,2,2,5,21,8,6,1,51,0
30555,41,0.689,1,0,1,0,5,4,8,6,1,18,1
16862,101,0.754,1,0,1,0,5,6,0,5,1,106,0
25649,13,0.926,1,0,2,3,5,21,2,5,5,58,0
1384,112,0.923,1,1,0,0,5,3,8,6,1,236,0
10605,30,0.897,1,0,2,0,5,12,7,5,1,113,0
10887,91,0.913,1,0,2,2,5,21,6,5,5,80,0
28870,5,0.92,1,0,1,0,5,14,8,4,1,47,0
17270,30,0.897,1,0,2,0,5,15,3,5,5,153,0
5816,64,0.624,1,0,2,0,5,9,1,5,4,28,1
23568,26,0.827,1,0,2,0,5,21,8,6,5,61,0
25042,64,0.624,1,0,0,0,5,3,1,5,2,48,0
15662,101,0.754,1,0,2,0,5,9,0,5,1,96,0
3551,13,0.926,1,0,2,0,5,21,0,5,5,54,0
20595,121,0.949,1,0,2,2,5,21,3,5,1,34,0
17776,49,0.92,1,1,0,0,5,5,8,6,1,190,0
1551,5,0.92,1,0,2,0,5,21,0,1,1,6,0
27183,48,0.91,1,0,2,0,0,15,7,1,1,114,0
32503,13,0.926,1,0,0,2,0,15,3,5,2,37,0
1761,5,0.92,1,0,2,0,5,21,2,5,2,64,0
30920,5,0.92,1,0,2,2,5,20,0,5,2,17,0
15655,30,0.897,1,1,2,0,5,4,8,6,1,222,0
30238,5,0.92,1,0,2,0,5,21,8,6,5,226,1
3394,5,0.92,1,0,0,0,5,4,2,5,2,101,0
3464,5,0.92,1,0,2,2,5,2,0,5,1,22,1
13189,5,0.92,0,0,2,3,5,21,4,2,5,170,0
18056,49,0.92,1,0,2,0,5,21,3,5,2,276,0
15047,5,0.92,1,0,2,0,2,21,3,3,1,51,0
32870,5,0.92,1,0,2,1,5,1,3,5,1,95,0
26065,13,0.926,1,0,2,2,5,21,0,5,5,74,0
25989,13,0.926,1,0,2,0,5,21,6,0,2,96,0
107,5,0.92,1,1,2,0,5,14,0,1,1,17,0
8395,99,0.884,1,0,2,0,5,7,3,1,1,81,0
23353,64,0.624,1,1,2,0,5,1,4,6,0,46,0
26225,74,0.893,1,0,2,2,5,9,8,6,5,102,0
22258,5,0.92,1,0,1,0,4,5,7,5,2,70,0
26916,48,0.91,1,1,2,0,5,21,3,1,1,89,0
24430,30,0.897,1,1,2,0,5,18,0,5,5,58,0
1585,48,0.91,1,0,2,2,5,16,1,5,2,104,0
3797,5,0.92,1,0,2,0,5,15,6,5,4,45,0
23050,48,0.91,1,0,0,0,5,5,7,5,1,109,0
5409,89,0.866,1,0,2,0,5,20,0,5,5,109,0
8405,49,0.92,1,1,0,0,5,1,2,6,1,12,1
8838,106,0.579,1,1,2,1,5,2,8,6,1,20,1
28659,48,0.91,1,0,2,0,5,9,4,5,1,3,0
17865,4,0.804,1,0,1,2,5,10,0,5,2,44,0
7331,5,0.92,0,1,2,0,2,10,8,6,5,7,1
9405,64,0.624,1,0,0,2,5,0,8,6,1,12,0
27404,5,0.92,1,1,2,2,5,21,3,5,2,96,0
20288,5,0.92,1,0,2,0,5,6,8,6,2,62,0
18472,64,0.624,1,0,2,0,5,0,0,6,1,84,1
22448,80,0.516,1,0,2,0,5,13,6,0,5,36,1
23068,5,0.92,1,0,2,2,5,21,3,2,1,21,0
9603,5,0.92,0,0,2,0,5,8,3,0,1,48,0
1984,11,0.55,1,0,2,0,5,6,7,5,1,11,1
3247,2,0.887,1,0,2,2,5,19,1,5,1,104,1
5778,99,0.884,1,0,2,0,5,3,4,5,2,36,1
27741,5,0.92,1,0,2,0,5,13,1,5,1,70,0
30601,48,0.91,1,1,2,4,5,2,8,5,0,18,0
1223,49,0.92,1,0,2,0,5,21,8,6,1,134,1
5535,5,0.92,1,1,2,0,5,21,8,6,5,53,1
5481,50,0.767,1,0,2,0,5,7,8,6,5,34,0
32175,5,0.92,1,0,2,0,5,10,2,5,1,38,0
20979,4,0.804,1,0,2,2,5,21,0,5,1,18,0
20957,116,0.698,1,1,1,1,5,2,6,0,1,69,0
20981,91,0.913,1,0,2,0,5,21,6,5,2,3,1
25519,48,0.91,1,1,0,0,5,1,8,6,0,55,0
22649,48,0.91,1,1,2,1,5,0,8,6,0,143,0
29482,5,0.92,1,0,2,2,5,21,0,2,4,40,0
7309,5,0.92,1,0,2,0,5,21,8,6,2,100,1
20854,101,0.754,1,0,2,0,5,10,0,5,1,11,0
29842,5,0.92,1,1,2,0,5,5,8,6,2,86,1
26834,64,0.624,1,1,0,1,5,0,8,6,0,11,0
10980,74,0.893,1,0,0,0,5,9,6,5,1,114,0
6128,5,0.92,1,0,2,2,5,21,0,5,5,19,0
1270,49,0.92,1,0,2,0,5,4,6,1,1,100,0
21492,46,0.766,1,0,1,0,1,9,1,5,5,112,0
27023,30,0.897,1,1,1,0,5,2,6,6,1,85,0
27085,48,0.91,1,0,2,2,5,4,0,1,1,74,0
31071,5,0.92,1,0,2,0,5,15,3,1,2,31,0
22838,64,0.624,1,1,0,1,5,0,8,6,0,15,1
30811,101,0.754,1,1,0,1,5,4,8,6,0,163,0
24774,48,0.91,1,0,2,0,5,18,8,6,5,56,1
29620,48,0.91,1,1,2,1,5,2,8,6,0,141,0
1982,122,0.915,1,1,0,0,5,3,8,6,0,12,0
19572,4,0.804,1,1,2,2,1,7,3,5,1,20,0
22382,103,0.939,1,0,2,0,5,21,6,5,5,31,0
5537,112,0.923,2,0,2,0,5,19,2,5,4,30,0
13612,64,0.624,1,0,2,0,5,0,3,5,1,109,1
1535,5,0.92,1,0,2,0,5,18,5,5,4,160,0
27061,5,0.92,1,0,2,0,5,13,3,5,5,31,0
16163,5,0.92,1,0,2,2,5,21,8,6,5,70,0
26787,48,0.91,1,1,2,0,5,20,8,6,2,68,0
15761,13,0.926,1,0,2,0,5,12,3,6,2,43,0
16009,49,0.92,1,0,2,0,5,10,3,5,1,118,0
4020,5,0.92,1,0,2,0,5,21,2,5,2,54,0
20522,64,0.624,1,0,2,2,5,4,7,5,2,8,1
22918,78,0.827,1,0,0,0,5,4,4,6,1,140,0
13377,64,0.624,1,0,0,0,5,3,8,6,1,66,1
6107,5,0.92,1,0,2,0,5,6,1,5,3,148,0
16143,5,0.92,1,0,2,0,5,21,8,6,5,10,1
10599,94,0.802,1,0,2,0,5,9,3,5,0,108,0
19360,5,0.92,1,0,1,1,5,8,8,4,2,134,1
8496,5,0.92,1,0,2,0,5,21,0,5,5,63,0
22440,64,0.624,0,0,2,0,5,7,2,6,1,58,0
23363,21,0.738,1,1,0,0,4,5,0,5,1,8,0
12781,49,0.92,1,0,2,0,5,21,8,6,1,122,0
24106,13,0.926,1,0,2,0,5,8,7,5,4,72,0
30487,11,0.55,1,0,2,0,5,0,0,5,1,50,1
19330,103,0.939,1,0,2,0,5,21,1,5,5,20,1
2355,13,0.926,1,0,2,0,5,10,5,2,4,4,0
2909,93,0.666,1,0,2,0,5,7,3,5,3,280,0
18037,61,0.682,0,1,0,0,3,1,8,6,0,140,1
12962,48,0.91,1,1,0,1,5,1,8,6,0,204,0
23350,69,0.848,1,0,2,0,5,9,3,5,1,38,0
32262,46,0.766,1,1,0,0,5,3,8,6,1,210,1
28421,74,0.893,1,0,2,0,5,5,7,5,1,114,0
9054,49,0.92,1,0,2,0,5,12,0,5,5,167,0
17244,48,0.91,1,0,2,0,5,21,8,5,5,56,0
31069,5,0.92,1,1,2,2,4,15,8,6,2,21,0
25324,5,0.92,1,0,2,0,5,21,0,5,5,6,0
7682,103,0.939,1,0,2,2,5,6,5,2,1,9,0
20368,64,0.624,1,0,2,0,5,2,3,5,2,316,0
18371,4,0.804,1,1,2,0,5,9,2,5,1,37,0
6896,64,0.624,0,0,2,0,5,18,8,6,5,88,1
8975,5,0.92,2,1,0,0,4,5,6,2,1,2,0
1883,49,0.92,1,0,2,2,5,11,0,5,1,102,0
31394,5,0.92,1,0,2,3,5,21,2,4,1,33,0
26123,5,0.92,1,0,2,0,5,21,5,5,2,25,0
2770,91,0.913,1,0,2,2,5,21,8,6,1,77,0
25139,13,0.926,1,1,2,2,5,9,2,2,2,18,0
26140,49,0.92,1,0,2,0,5,3,5,6,1,206,0
746,5,0.92,1,0,2,2,5,21,2,5,2,7,0
24695,116,0.698,1,0,2,0,5,10,6,5,4,4,0
33265,13,0.926,1,1,0,0,5,7,7,5,1,45,0
1495,5,0.92,1,1,0,2,4,15,8,5,0,188,0
22950,5,0.92,1,0,2,0,5,5,3,5,1,56,0
14579,64,0.624,1,0,2,0,5,7,4,5,0,99,0
24631,5,0.92,1,0,2,0,5,2,2,5,1,16,0
32490,49,0.92,1,0,2,0,5,16,3,1,1,64,0
27936,48,0.91,1,0,2,0,5,5,8,6,1,102,0
5338,49,0.92,0,1,2,0,5,4,0,2,1,54,0
15303,64,0.624,1,1,0,2,5,4,8,6,0,53,1
30678,4,0.804,1,1,0,0,5,1,8,6,1,29,0
156,49,0.92,1,0,2,0,5,12,7,1,2,56,0
26038,5,0.92,1,0,2,0,5,21,8,6,1,47,1
21916,6,0.924,1,0,2,0,5,14,8,6,1,108,0
1999,51,0.903,1,1,0,1,5,2,8,1,1,28,0
757,5,0.92,1,0,2,0,3,21,3,5,2,79,0
10268,91,0.913,1,1,0,1,5,2,4,4,2,26,1
6420,64,0.624,1,1,0,1,5,0,8,6,0,96,0
14230,49,0.92,1,1,0,2,5,4,8,6,2,29,1
18349,64,0.624,1,0,2,2,4,3,2,5,2,13,1
17238,47,0.843,1,0,2,0,5,7,3,5,1,24,0
6675,48,0.91,1,0,2,3,5,11,0,5,2,58,0
7628,116,0.698,1,0,2,0,5,14,6,1,1,25,0
24181,97,0.647,1,0,1,2,5,11,7,6,0,24,0
2114,6,0.924,1,0,2,0,5,6,3,6,1,166,0
2664,13,0.926,1,0,2,0,5,4,3,5,1,8,0
2290,13,0.926,1,0,2,2,5,15,2,5,2,5,0
23546,116,0.698,1,1,0,0,5,5,8,6,0,14,0
5682,13,0.926,1,0,2,2,5,21,2,5,5,328,0
6171,112,0.923,1,0,1,2,2,2,2,5,1,52,0
11396,5,0.92,1,1,2,0,5,4,8,6,0,190,0
21043,101,0.754,1,0,2,1,5,21,2,4,2,116,0
19797,64,0.624,0,0,0,2,5,13,0,5,5,8,1
3350,5,0.92,1,1,2,0,5,9,2,5,0,7,1
27620,99,0.884,1,0,2,0,5,9,7,1,1,69,0
13441,30,0.897,1,0,2,2,3,9,6,5,3,31,0
22538,116,0.698,1,0,2,0,5,7,8,6,1,39,0
14098,13,0.926,1,0,1,0,5,11,7,1,1,45,0
12776,30,0.897,1,0,2,2,5,10,8,6,5,76,0
5494,5,0.92,1,0,2,0,5,21,8,6,2,59,1
19098,101,0.754,1,0,2,0,5,21,8,6,2,33,0
8355,82,0.89,1,0,2,0,5,10,0,5,5,254,0
14758,13,0.926,1,1,0,0,5,4,2,5,1,17,0
3379,47,0.843,1,0,2,2,5,21,6,5,5,56,0
32791,5,0.92,1,0,2,0,5,11,3,5,2,82,0
20941,100,0.795,1,0,0,4,5,4,3,5,1,30,0
6623,13,0.926,1,0,2,2,5,16,1,5,4,15,0
22147,5,0.92,0,1,2,0,5,2,8,4,1,28,0
32539,4,0.804,1,0,2,0,2,21,8,6,1,160,0
17525,13,0.926,1,0,0,0,5,12,0,5,3,17,0
9241,94,0.802,1,0,2,0,5,11,7,5,3,10,0
25368,15,0.743,1,0,2,0,5,6,0,5,4,166,0
8171,112,0.923,1,0,2,2,5,3,5,5,1,78,0
12102,61,0.682,1,0,2,2,5,4,3,5,1,68,1
5713,64,0.624,1,0,2,2,5,4,4,5,1,23,0
28969,49,0.92,1,0,2,0,5,21,0,5,2,64,0
19382,5,0.92,1,0,2,0,5,15,3,5,3,3,1
29790,55,0.878,1,1,0,0,5,9,8,6,1,21,1
3509,6,0.924,1,0,2,0,5,12,8,6,2,64,0
2573,64,0.624,1,0,2,0,5,10,2,5,1,69,1
29125,63,0.796,1,0,2,4,5,7,8,6,2,96,0
14431,5,0.92,1,0,2,0,5,11,8,6,3,62,0
7251,95,0.855,1,1,2,2,5,6,6,5,5,246,0
31559,5,0.92,1,0,2,0,5,21,0,5,5,44,0
4040,5,0.92,1,0,2,0,5,7,1,5,1,154,0
31189,11,0.55,1,0,2,0,5,5,7,4,1,42,1
11199,101,0.754,1,0,2,0,5,15,8,6,4,56,1
10963,95,0.855,1,1,0,1,5,11,8,6,1,20,1
3288,62,0.788,1,0,2,0,5,5,7,5,2,222,0
4797,64,0.624,1,0,2,0,5,5,8,6,1,18,1
12177,1,0.895,1,0,2,2,5,9,3,1,1,81,0
18600,64,0.624,1,0,2,0,5,0,2,5,0,25,0
24494,42,0.698,1,0,0,2,5,4,8,6,2,138,1
18181,66,0.698,1,0,0,1,5,5,8,6,1,43,1
638,4,0.804,1,0,0,0,1,1,6,5,1,52,1
31623,65,0.899,1,0,0,0,5,12,2,5,2,69,0
32199,26,0.827,1,0,2,2,5,7,8,6,2,48,0
23882,13,0.926,1,1,2,0,5,10,2,5,1,67,0
12434,91,0.913,1,0,2,0,5,4,0,5,1,74,0
25976,64,0.624,1,0,2,2,5,5,0,5,1,246,1
15444,30,0.897,1,0,2,2,5,21,0,5,1,278,0
6869,13,0.926,1,0,2,0,5,6,4,5,1,51,0
11592,13,0.926,1,1,0,2,5,14,3,2,1,50,0
21831,13,0.926,1,0,2,0,5,10,7,5,5,72,1
10300,4,0.804,1,1,2,2,1,10,2,4,2,52,0
19420,64,0.624,0,0,2,0,5,5,3,5,3,79,0
17812,104,0.698,1,0,1,2,5,7,8,6,3,56,1
14315,51,0.903,1,1,0,1,5,1,8,6,0,122,0
14076,5,0.92,1,0,2,0,5,21,7,5,1,80,0
11797,15,0.743,0,0,2,0,5,21,3,5,5,18,0
3909,5,0.92,1,0,2,0,1,1,1,2,1,48,0
13877,48,0.91,1,0,2,0,5,20,5,5,2,42,0
29549,48,0.91,1,0,2,2,5,4,3,5,1,113,0
433,43,0.698,1,1,0,0,5,5,8,5,0,12,1
10753,5,0.92,1,0,1,0,5,16,0,2,1,22,0
11509,64,0.624,1,0,2,0,5,4,0,5,4,26,1
17591,5,0.92,1,1,2,0,5,3,8,6,0,174,0
14965,5,0.92,1,0,2,2,5,21,8,6,1,70,0
14722,96,0.856,1,0,2,2,4,7,3,5,1,95,0
1469,47,0.843,1,1,0,0,5,4,8,6,1,28,0
5853,64,0.624,1,0,2,2,5,7,6,5,5,48,0
4675,11,0.55,1,1,0,1,5,4,8,6,0,23,0
23985,48,0.91,1,0,2,0,5,12,8,6,1,3,0
22717,64,0.624,1,0,2,0,5,4,3,6,1,19,1
27817,64,0.624,1,1,0,1,5,5,8,6,0,73,1
19397,5,0.92,1,0,2,0,5,11,7,5,4,168,1
24903,64,0.624,1,1,1,1,5,0,8,6,0,50,0
30872,112,0.923,1,1,2,0,5,10,2,5,5,17,0
16376,13,0.926,1,0,1,0,5,6,5,2,0,31,0
1895,74,0.893,0,0,2,2,5,15,7,5,1,38,0
20848,1,0.895,0,0,2,0,5,12,3,5,1,94,0
1993,64,0.624,1,0,0,0,5,1,3,5,1,7,1
18768,64,0.624,1,0,0,0,5,6,0,5,2,55,0
22006,4,0.804,1,1,0,0,5,4,8,6,0,54,0
18323,5,0.92,1,1,2,1,5,5,8,6,0,105,0
32661,64,0.624,1,0,0,0,5,6,2,5,1,10,0
33258,13,0.926,1,0,0,2,5,9,7,5,4,111,1
24296,64,0.624,1,0,2,0,5,5,6,5,1,16,1
21781,11,0.55,1,1,0,1,5,2,8,6,1,10,1
20248,4,0.804,1,0,2,0,5,15,3,5,4,50,0
3506,4,0.804,1,0,2,0,5,17,3,5,5,15,0
7061,94,0.802,1,0,0,0,5,6,8,6,1,100,0
12272,49,0.92,1,0,0,0,5,9,0,6,1,20,0
32542,93,0.666,2,0,2,1,5,21,6,5,0,76,0
18834,101,0.754,0,0,1,0,5,5,7,5,3,49,0
6744,101,0.754,1,0,2,0,5,10,0,5,1,12,0
13339,64,0.624,1,1,1,0,4,0,7,5,1,10,1
20712,99,0.884,1,0,2,3,5,21,8,6,5,98,0
25805,5,0.92,1,0,2,0,2,1,2,5,1,25,0
19387,103,0.939,1,0,2,0,5,14,1,5,1,34,0
28471,5,0.92,0,0,2,0,5,21,2,5,5,36,0
17306,64,0.624,1,1,2,0,5,4,8,6,2,34,1
692,13,0.926,1,0,2,2,5,21,0,1,1,2,0
7493,49,0.92,1,0,2,0,5,6,3,5,2,84,0
30723,5,0.92,1,0,2,0,5,13,1,2,1,15,0
32470,105,0.83,1,0,0,0,5,11,6,5,1,15,0
22164,5,0.92,1,0,2,0,5,21,6,1,5,113,0
12331,107,0.698,1,1,1,0,5,2,8,6,1,28,1
31165,64,0.624,1,1,0,0,5,2,8,6,0,114,0
30395,13,0.926,1,0,2,1,5,15,3,5,5,64,0
5500,112,0.923,1,0,2,0,5,5,8,6,5,15,0
12611,5,0.92,1,0,2,1,5,5,8,6,1,24,1
2244,95,0.855,1,0,2,0,5,15,3,5,3,64,0
3986,65,0.899,1,0,0,0,5,4,2,5,2,10,0
29198,5,0.92,1,0,2,0,5,5,1,5,5,52,0
23080,5,0.92,1,0,2,0,5,21,8,5,1,46,0
30412,6,0.924,1,1,0,0,5,3,8,6,5,264,0
28378,64,0.624,1,1,1,2,5,8,1,5,1,28,0
6475,103,0.939,1,1,2,4,5,2,8,6,0,204,0
663,49,0.92,1,0,2,0,5,21,3,5,5,212,0
5591,16,0.698,1,0,2,0,5,7,4,5,3,14,0
15552,15,0.743,1,0,0,0,5,2,5,5,1,8,0
13313,64,0.624,1,0,2,0,5,4,2,5,1,110,0
30832,41,0.689,2,1,2,0,5,1,8,6,1,116,1
31166,64,0.624,0,1,2,0,5,6,1,5,0,31,0
7695,42,0.698,1,0,2,0,5,8,0,2,1,66,0
4395,19,0.78,1,1,2,2,2,6,4,4,5,20,0
8245,99,0.884,1,0,2,0,5,14,0,5,5,17,0
10452,5,0.92,1,1,2,0,5,9,2,5,5,308,0
3640,78,0.827,1,0,2,2,5,18,4,5,5,26,0
27673,48,0.91,1,0,2,0,5,20,8,6,1,19,0
30356,83,0.762,1,0,2,0,5,17,8,6,2,17,1
20701,99,0.884,1,0,2,2,5,7,6,0,0,20,0
18307,5,0.92,1,1,2,0,5,0,8,6,1,44,1
13799,7,0.794,1,0,2,0,3,9,3,5,2,212,0
12369,11,0.55,1,0,2,0,5,5,7,5,1,87,1
14279,57,0.764,1,0,0,0,5,4,7,5,2,12,0
29761,49,0.92,1,1,0,0,4,3,8,6,0,13,1
27320,2,0.887,1,0,2,0,5,21,2,5,5,102,1
17687,5,0.92,1,0,2,0,5,6,0,5,1,30,1
18685,48,0.91,1,0,2,0,5,21,4,5,1,94,0
18224,24,0.527,1,0,0,1,5,1,8,6,0,25,1
15972,13,0.926,1,0,2,0,5,19,4,5,3,24,0
30585,120,0.925,1,0,2,2,5,6,3,5,3,10,0
16884,49,0.92,1,0,2,0,5,15,0,5,5,40,0
28688,103,0.939,1,0,2,0,5,13,4,5,5,116,0
16068,35,0.763,1,0,2,2,5,19,8,6,0,28,0
10634,112,0.923,1,0,2,2,5,21,8,6,5,166,1
4933,2,0.887,1,0,2,2,5,21,6,5,5,152,0
12622,13,0.926,1,0,2,2,2,4,3,5,0,10,0
22001,48,0.91,1,1,2,2,5,21,8,6,5,83,0
22882,13,0.926,1,0,0,3,5,14,3,5,5,61,0
17364,24,0.527,1,1,2,0,4,5,8,6,1,17,1
8254,4,0.804,0,0,2,2,5,11,0,5,5,41,0
23966,95,0.855,1,0,2,2,5,21,2,5,1,17,0
12771,7,0.794,1,0,2,2,5,2,6,1,2,46,0
29007,6,0.924,1,0,2,0,5,13,3,1,1,131,0
11107,116,0.698,1,0,1,0,5,7,0,5,1,55,0
7294,48,0.91,1,0,2,0,5,11,0,5,2,12,0
23085,50,0.767,1,0,0,0,5,15,3,5,3,84,0
6945,48,0.91,1,0,2,0,5,21,2,4,5,94,0
12710,15,0.743,1,0,2,2,5,9,1,5,1,20,0
6340,5,0.92,1,0,2,0,5,21,8,5,3,76,0
29985,5,0.92,1,1,2,0,5,21,1,5,1,124,0
20889,47,0.843,1,0,2,0,5,21,2,5,5,68,0
13885,5,0.92,1,0,2,2,5,18,2,5,1,22,0
30927,5,0.92,1,0,2,0,1,5,8,6,2,54,1
22249,48,0.91,1,0,2,2,5,21,7,5,1,12,0
2138,2,0.887,1,0,2,2,5,21,6,5,1,23,0
6318,95,0.855,1,0,2,2,5,14,2,5,1,15,0
2391,49,0.92,1,1,2,0,5,21,8,6,2,32,0
30848,48,0.91,1,1,2,1,5,2,8,6,0,17,0
12892,2,0.887,1,0,0,0,5,10,0,6,0,10,0
24030,103,0.939,1,1,2,1,5,6,3,5,5,162,0
4394,5,0.92,0,0,2,2,5,21,8,6,5,46,0
262,64,0.624,1,1,0,1,5,8,8,5,0,328,0
25550,12,0.698,1,1,2,1,5,8,6,5,5,20,0
21515,14,0.789,1,0,2,0,5,21,7,5,1,4,0
12435,70,0.939,1,0,2,2,5,10,3,5,1,2,0
2395,64,0.624,1,0,2,0,5,7,6,0,1,46,0
31395,103,0.939,1,0,2,0,5,6,0,5,1,26,0
30802,5,0.92,1,0,2,0,5,21,2,5,4,88,0
22895,91,0.913,1,0,2,0,5,21,6,5,5,20,0
18087,31,0.836,1,0,2,0,5,21,8,6,5,83,0
3007,64,0.624,1,0,1,3,4,4,3,5,1,8,1
1644,5,0.92,1,1,0,2,5,14,8,6,0,40,1
15175,48,0.91,0,0,2,0,5,21,0,2,5,37,0
899,47,0.843,1,0,2,1,5,21,8,6,5,44,0
13489,13,0.926,1,1,2,0,5,0,3,6,1,49,0
25265,117,0.691,1,1,2,1,5,3,8,6,2,8,0
13034,5,0.92,1,0,2,2,5,10,3,5,1,72,0
14818,114,0.925,1,1,0,0,5,1,8,6,1,102,1
6782,118,0.865,1,0,2,0,5,8,2,5,1,30,0
455,65,0.899,1,0,2,0,5,4,0,1,2,52,0
21694,99,0.884,0,0,1,0,5,21,2,5,5,99,0
28208,64,0.624,1,1,0,1,5,5,8,6,0,91,1
23534,5,0.92,1,1,0,1,5,6,3,4,2,111,1
16891,65,0.899,1,0,1,0,5,16,2,5,3,9,0
30677,13,0.926,1,0,2,3,5,21,3,5,1,41,0
24875,5,0.92,1,1,0,0,5,21,7,6,1,41,1
4418,49,0.92,1,0,2,2,5,21,8,6,5,77,1
29425,49,0.92,1,0,2,2,5,21,8,6,5,63,1
29893,49,0.92,1,0,2,0,5,21,4,1,5,262,0
910,115,0.743,1,0,2,2,5,7,6,1,1,17,1
19529,64,0.624,1,0,2,0,5,0,1,5,1,10,1
671,13,0.926,1,0,2,2,5,21,2,5,1,20,0
324,4,0.804,1,0,2,0,5,21,6,5,4,78,0
6131,4,0.804,1,0,2,0,5,21,8,6,0,37,0
9374,5,0.92,1,0,2,0,5,21,1,5,5,55,0
15270,49,0.92,1,1,2,4,5,4,8,6,0,41,0
21539,101,0.754,1,0,2,0,5,11,7,5,3,88,0
26308,31,0.836,1,1,0,0,5,6,8,6,1,73,0
14106,5,0.92,0,1,0,0,5,0,8,6,1,31,1
12263,48,0.91,1,0,2,0,2,3,8,6,5,2,0
31455,53,0.921,1,1,0,0,5,3,8,6,1,76,1
19445,16,0.698,1,0,2,2,5,8,5,5,4,8,1
9260,64,0.624,1,0,1,2,5,3,0,5,2,25,0
5955,4,0.804,0,0,2,2,5,10,8,5,2,24,0
12876,11,0.55,1,0,2,0,5,5,3,5,2,57,1
295,4,0.804,1,1,0,1,5,4,8,6,0,66,0
27013,13,0.926,1,1,2,0,2,17,8,6,5,33,0
32208,93,0.666,1,0,2,0,5,9,7,1,1,78,0
27152,11,0.55,1,0,2,0,5,5,3,6,2,90,1
9986,5,0.92,1,0,2,3,5,21,0,1,3,34,0
1660,5,0.92,1,0,2,0,3,8,8,6,1,58,1
6629,15,0.743,1,0,0,1,5,10,1,5,1,50,0
24282,65,0.899,0,0,2,2,5,20,4,5,5,10,0
30394,13,0.926,1,0,2,2,5,5,0,5,1,9,0
28743,2,0.887,1,1,2,1,5,1,8,6,1,51,0
23692,117,0.691,1,0,2,0,5,21,7,5,5,45,0
22470,30,0.897,1,0,2,0,5,17,2,5,5,126,0
28559,5,0.92,1,0,2,0,5,21,7,5,1,22,0
31082,13,0.926,1,1,0,2,5,13,2,4,4,90,1
20636,55,0.878,1,0,2,2,5,21,8,6,1,45,0
14584,45,0.769,1,0,2,0,5,4,1,4,1,20,0
27871,103,0.939,1,0,2,0,5,7,3,5,5,108,0
29770,112,0.923,0,1,0,0,5,4,2,6,1,206,0
26620,61,0.682,1,0,2,0,5,8,8,6,2,28,1
18424,121,0.949,1,1,2,2,3,21,5,4,3,22,0
24161,64,0.624,1,0,2,0,5,4,7,5,0,52,1
2342,6,0.924,1,0,2,2,4,21,3,5,1,65,0
28805,5,0.92,1,0,2,0,5,19,0,2,1,21,0
13329,13,0.926,1,0,2,3,5,21,8,6,5,4,0
18995,95,0.855,1,1,1,1,5,2,8,6,0,112,0
2869,48,0.91,1,0,2,0,5,15,8,6,5,58,0
24574,37,0.74,1,1,2,1,5,0,8,6,0,312,0
5316,43,0.698,1,1,2,1,5,3,8,5,0,202,0
22614,64,0.624,1,0,2,0,5,5,6,0,1,68,1
12549,64,0.624,1,0,2,0,5,6,3,6,1,70,1
438,5,0.92,1,0,2,0,5,21,1,4,5,77,0
15908,49,0.92,1,0,2,0,5,7,7,1,2,2,0
15170,13,0.926,2,1,0,1,5,0,8,6,0,13,0
13556,48,0.91,1,1,0,1,5,1,8,6,0,69,0
16429,13,0.926,1,1,2,2,5,2,7,5,1,42,0
9025,95,0.855,1,0,2,2,5,11,0,5,5,10,0
27720,36,0.727,1,0,2,0,5,19,0,1,2,83,0
21646,77,0.776,1,1,0,1,5,5,8,6,0,56,1
11962,76,0.898,1,0,2,2,5,21,7,5,1,31,0
